Repo name,Commit sha,File path,Added lines,Deleted lines,Commit message,Initial code for what and how,Labels for what and how,Initial code for why,Labels for why,If independent
MIT-PAC_droidsafe-src,059977d17c427db6851d600fe554c6d56397e047,/auto-api/java/net/HttpRetryException.java,,"        // ---------- Original Method ----------
        //responseCode = code;
","\Added tagging.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
gwtproject_gwt,0a6fdde2037cdd2ad84ee67342e1204c2185ce5b,/user/src/com/google/gwt/i18n/client/impl/cldr/DateTimeFormatInfoImpl_rm.java,,"
//  cldrVersion=25
//  date=$Date: 2014-03-01 06:57:43 +0100 (Sat, 01 Mar 2014) $
//  number=$Revision: 9852 $
//  type=rm
","\Running cldr script to remove timestamp and versions.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
OpenLiberty_open-liberty,1c2cad059cb2d2d0e7ef477c4248fc3a25cb12aa,/dev/com.ibm.ws.transport.http/src/com/ibm/ws/http/channel/internal/HttpServiceContextImpl.java,,"//                WsByteBuffer buffer = this.allocateBuffer(frameToWrite.length);
//                buffer.put(frameToWrite);
//                buffer.flip();
//
//                for (WsByteBuffer bb : wsbb) {
//                    if (bb != null) {
//                        bb.release();
//                    }
//                }
//                for (int i = 0; i < wsbb.length; i++) {
//                    wsbb[i] = null;
//                }
//
//                wsbb[0] = buffer;
//
//                if (TraceComponent.isAnyTracingEnabled() && tc.isDebugEnabled()) {
//                    Tr.debug(tc, ""formatBody: Adding "" + index + "" app buffers to write queue"");
//                }
//                // save their non-null data buffers
//                addToPendingByteBuffer(wsbb, index);
","\better trailer support
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
marcocorvi_topodroid,f1f034ae4a6a6397a0742971c831c6c66ae94bd7,/src/com/topodroid/DistoX/TopoDroidAbout.java,,"    // mBTman    = (Button)findViewById(R.id.btn_man);
    // mBTsymbol = (Button)findViewById(R.id.btn_symbol);
    // mBTman.setOnClickListener( this );
    // mBTsymbol.setOnClickListener( this );
  // @Override
  // public void onClick(View v) 
  // {
  //   switch (v.getId()){
  //     // case R.id.btn_man:
  //     //   try {
  //     //     // TopoDroidHelp.show( this, R.string.help_topodroid );
  //     //     Intent pdf = new Intent( Intent.ACTION_VIEW, Uri.parse( TopoDroidApp.mManual ) );
  //     //     mContext.startActivity( pdf );
  //     //   } catch ( ActivityNotFoundException e ) {
  //     //     Toast.makeText( mContext, ""No pdf viewer app"", Toast.LENGTH_SHORT ).show();
  //     //   }
  //     //   break; 
  //     case R.id.btn_symbol:
  //       int cnt = TopoDroidApp.symbolsSync();
  //       Toast.makeText( mContext, ""Installed "" + cnt + ""symbols"", Toast.LENGTH_SHORT ).show();
  //       break;
  //   }
  //   dismiss();
  // }
","\cleanup ref to manual pages in TopoDroidApp
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
MIT-PAC_droidsafe-src,b0779c6c10b6044466ee9dd9e7f4f688397103dc,/api/java/util/MapEntry.java,,"        // ---------- Original Method ----------
        //return key;
","\Tagging results 12-Jul-2013 after doppelganger with control flow added back in.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
PrinceOfAmber_Cyclic,12d5977cc08d0b60be5b9be132670784bc57aea9,/src/main/java/com/lothrazar/cyclicmagic/component/autouser/GuiUser.java,,"//  public int getProgressX() {
//    return this.guiLeft + 10;
//  }
//  public int getProgressY() {
//    return this.guiTop + 9 + 3 * Const.SQ + 5;
//  }
//  public int getProgressCurrent() {
//    return tile.getField(Fields.TIMER.ordinal());
//  }
//  public int getProgressMax() {
//    return TileEntityUser.TIMER_FULL;
//  }
","\builder uses proress bar component
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
apache_bval,a50e333f5d8fc35ec7ec5d418a150b7d72b31e2b,/bval-jsr/src/main/java/org/apache/bval/jsr/xml/ValidationMappingParser.java,,"    //    private static final Log log = LogFactory.getLog(ValidationMappingParser.class);
","\[BVAL-146] shade commons-lang; remove dependency on commons-beanutils wherever possible and reduce this to an optional dependency for BC purposes only
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
jindrapetrik_jpexs-decompiler,fb62c2b3802c50b8939924e24393819d58c16f46,/trunk/src/com/jpexs/decompiler/flash/graph/Graph.java,,"            //currentLoop.phase = 2;
","\fixed loop detection, again organize imports helper collections
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
bitcoinj_bitcoinj,eeb53164a31ff9bfa1e11fb86060c252fd5a046a,/core/src/main/java/org/bitcoin/paymentchannel/Protos.java,,"      // optional uint64 time_window_secs = 4 [default = 86340];
","\Update to protobuf-java 2.6.1
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
GluuFederation_oxAuth,ba2af309231ffd17fa5661193399c53877d3ee91,/Server/src/test/java/org/xdi/oxauth/ConfigurableTest.java,,"            //propertiesFile = ""U:\\own\\project\\git\\oxAuth\\Client\\src\\test\\resources\\testng_yuriy.properties"";
","\Reffactoring
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
jaytaylor_sql-layer,77402af29643df6a717b2c3d28bd4e1424b7df63,/src/main/java/com/akiban/server/expression/std/TimestampDiffExpression.java,,"            
//            // 1st argument is 'guarenteed' to always be a LONG
//            // => only adjust the 2nd and 3rd arguments (if neccessary)
//            adjustType(argumentTypes, 1);
//            adjustType(argumentTypes, 2);
","\add ITs
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
magefree_mage,377dd54fca8bdf34ca7153f4d3c7c065cd095b63,/Mage.Server.Plugins/Mage.Player.AIMCTS/src/mage/player/ai/MCTSNode.java,,"//        this.combat = game.getCombat();
","\single-threaded monte carlo + some fixes
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
pmd_pmd,289d1dce9d15fc553188deed2b8ff052b04ac2fb,/pmd-eclipse-plugin/plugins/net.sourceforge.pmd.eclipse.plugin/src/net/sourceforge/pmd/eclipse/ui/preferences/br/AbstractTreeTableManager.java,,"	//     sortByCheckedButton = buildSortByCheckedItemsButton(parent);
","\Lots of nice updates:
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
FeatureIDE_FeatureIDE,f43697803690ec0f9264f24b2787af21561f00b5,/plugins/de.ovgu.featureide.ui/src/de/ovgu/featureide/ui/actions/AddProfileColorSchemeAction.java,,"//		model.getColorschemeTable().saveColorsToFile(project.getProject());
","\fix bug with antenna preprocessor at ProjectExplorerLabelProvider fix some warnings
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
plutext_docx4j,20ecd767131643fd0f6452d39faea89812d9371a,/src/main/java/org/docx4j/convert/out/common/AbstractExporter.java,,"//			log.error(e.getMessage(), e);
","\Issue 320. Removed logs of exceptions being thrown. Relevant log messages are now the message of the wrapping exception.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
openmicroscopy_bioformats,cabfcc36488ab96992697ee7aa4ab704239341d3,/loci/visbio/overlays/FreeformTool.java,,"    //print (""mouseUp"", ""mouseUp begun. mode = "" + mode);
","\First try at improving Freeform erasing. Misc. changes to OverlayNodedObject.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
aol_cyclops-react,f84afbd5f91bd53b5bbfaac729949d992f66db00,/src/main/java/cyclops/async/Queue.java,,"        //System.out.println(""Starting get!"");
","\remove commented out code
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
apache_helix,c04f1c1cb1b367441b29a638446f06752b8a9436,/cluster-manager-core/src/test/java/com/linkedin/clustermanager/TestZKCallback.java,,"//        .getZKBasedManagerForParticipant(clusterName, ""localhost_8900"", ZK_ADDR);
","\fixed mockservice build failure
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
jamesagnew_hapi-fhir,6fc88caa511bef89f2f1dde2603b3d031ef06ced,/hapi-fhir-jpaserver-base/src/test/java/ca/uhn/fhir/jpa/provider/r4/ResourceProviderR4Test.java,,"	// private void delete(String theResourceType, String theParamName, String theParamValue) {
	// Bundle resources;
	// do {
	// IQuery<Bundle> forResource = myClient.search().forResource(theResourceType);
	// if (theParamName != null) {
	// forResource = forResource.where(new StringClientParam(theParamName).matches().value(theParamValue));
	// }
	// resources = forResource.execute();
	// for (IResource next : resources.toListOfResources()) {
	// ourLog.info(""Deleting resource: {}"", next.getId());
	// myClient.delete().resource(next).execute();
	// }
	// } while (resources.size() > 0);
	// }
	//
	// private void deleteToken(String theResourceType, String theParamName, String theParamSystem, String theParamValue)
	// {
	// Bundle resources = myClient.search().forResource(theResourceType).where(new
	// TokenClientParam(theParamName).exactly().systemAndCode(theParamSystem, theParamValue)).execute();
	// for (IResource next : resources.toListOfResources()) {
	// ourLog.info(""Deleting resource: {}"", next.getId());
	// myClient.delete().resource(next).execute();
	// }
	// }

","\More work on optimizing JPA
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
geogebra_geogebra,4699add7a52eb36f2330a5e99fee27eac073a2a3,/jogl2/src/main/java/org/geogebra/desktop/geogebra3D/euclidian3D/opengl/RendererJogl.java,,"		// return ""Init on ""+Thread.currentThread()
		// +""\nChosen GLCapabilities: "" + ret[0]
		// +""\ndouble buffered: "" + ret[1]
		// +""\nstereo: "" + ret[2]
		// +""\nstencil: "" + ret[3]
		// +""\nINIT GL IS: "" + ret[4]
		// +""\nGL_VENDOR: "" + ret[5]
		// +""\nGL_RENDERER: "" + ret[6]
		// +""\nGL_VERSION: "" + ret[7];
","\GGB-243: check if shader language is supported before creating renderer
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
Sage-Bionetworks_Synapse-Repository-Services,43b87667a3c732f53dbb884b748ade6991dc5ca3,/services/repository/src/main/java/org/sagebionetworks/repo/web/controller/AccessRequirementController.java,,"	
//	class AccessRequirementType implements JSONEntity {
//		private AccessRequirementType accessRequirementType;
//	    public AccessRequirementType getAccessRequirementType() {return accessRequirementType;}
//	    public void setAccessRequirementType(AccessRequirementType t) {accessRequirementType=t;}
//		
//	}
//	
//	public static AccessRequirementType getType(String jsonString) {
//		AccessRequirementType e = EntityFactory.createEntityFromJSONString(jsonString, AccessRequirementType.class);
//		return e.get
//	}
","\PLFM-663: basic services implemented all the way through the java client
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
owlcs_owlapi,f47fcd37ba5733371cd5904d7de6f6232d370bc9,/parsers/src/main/java/org/coode/owlapi/rdf/renderer/RDFRendererBase.java,,"//                        toJavaList(triple.getObject(), list);
","\Interface cleanup, timeout property made functional.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
wordpress-mobile_WordPress-Android,2308cc0cfc1f155e443ab2082248c4337877f25e,/src/org/wordpress/android/ui/reader_native/ReaderPostDetailActivity.java,,"            // likes appears above the webView so force the like layout to take up space before loading
            // them in refreshLikes() - this way the webView won't appear and then be pushed down the
            // page once likes are loaded
            //if (mPost.numLikes > 0 && mLayoutLikes.getVisibility()==View.GONE)
            //    mLayoutLikes.setVisibility(View.INVISIBLE);

","\Post detail changes:
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
